Time (Date hh:mm:ss.ms),LEQ dBdB-A ,Lmin dBdB-A ,L10 dBdB-A ,Lmax dBdB-A ,L90 dBdB-A ,L50 dBdB-A ,
2020/03/11 16:50:05.093,69.296529 ,65.784706 ,69.997206 ,82.584706 ,67.837206 ,68.782206 ,
2020/03/11 17:00:05.117,72.248644 ,64.984706 ,70.299706 ,94.284706 ,66.945706 ,68.235706 ,
2020/03/11 17:10:05.140,73.047754 ,64.084706 ,69.771206 ,91.984706 ,65.976206 ,67.747206 ,
2020/03/11 17:20:05.164,68.846538 ,65.584706 ,69.363206 ,85.884706 ,67.570206 ,68.548206 ,
2020/03/11 17:30:05.188,70.074916 ,66.684706 ,70.618206 ,80.584706 ,68.245206 ,69.262206 ,
2020/03/11 17:40:05.211,69.719305 ,66.784706 ,70.897206 ,77.784706 ,68.262206 ,69.367206 ,
2020/03/11 17:50:05.235,69.082774 ,66.984706 ,69.889706 ,77.384706 ,68.209706 ,68.909706 ,
2020/03/11 18:00:05.258,67.868282 ,63.884706 ,69.501706 ,74.584706 ,65.805706 ,67.653706 ,
2020/03/11 18:10:05.282,67.249557 ,63.184706 ,68.284706 ,85.184706 ,64.884706 ,66.484706 ,
2020/03/11 18:20:05.306,69.366421 ,64.284706 ,68.727206 ,89.884706 ,66.377206 ,67.317206 ,
2020/03/11 18:30:05.329,69.283254 ,65.184706 ,70.830706 ,78.784706 ,67.118706 ,68.510706 ,
2020/03/11 18:40:05.353,67.106330 ,63.084706 ,68.834706 ,76.984706 ,64.934706 ,66.534706 ,
2020/03/11 18:50:05.376,65.791854 ,62.984706 ,66.960706 ,74.284706 ,64.408706 ,65.376706 ,
2020/03/11 19:00:05.400,66.735733 ,63.084706 ,67.184706 ,80.784706 ,64.624706 ,65.744706 ,
2020/03/11 19:10:05.424,65.906338 ,63.184706 ,66.629206 ,78.884706 ,64.538206 ,65.276206 ,
2020/03/11 19:20:05.447,66.083458 ,63.284706 ,67.066206 ,73.984706 ,64.609206 ,65.869206 ,
2020/03/11 19:30:05.471,67.452004 ,63.584706 ,68.647206 ,79.884706 ,65.147206 ,66.647206 ,
2020/03/11 19:40:05.494,65.257211 ,61.184706 ,66.671206 ,77.584706 ,63.272206 ,65.126206 ,
2020/03/11 19:50:05.518,70.690728 ,61.184706 ,67.323706 ,94.084706 ,63.207706 ,64.677706 ,
2020/03/11 20:00:05.542,64.800182 ,61.984706 ,66.103706 ,73.584706 ,63.247706 ,64.165706 ,
2020/03/11 20:10:05.565,64.764886 ,61.484706 ,66.004206 ,77.084706 ,62.962206 ,64.132206 ,
2020/03/11 20:20:05.589,66.868197 ,62.884706 ,68.112206 ,77.984706 ,65.122206 ,66.157206 ,
2020/03/11 20:30:05.612,68.045849 ,65.084706 ,69.177706 ,75.084706 ,66.603706 ,67.695706 ,
2020/03/11 20:40:05.636,67.293316 ,65.184706 ,68.192206 ,71.584706 ,66.392206 ,67.202206 ,
2020/03/11 20:50:05.660,66.438918 ,62.284706 ,68.209206 ,71.584706 ,64.078206 ,66.265206 ,
2020/03/11 21:00:05.683,67.571231 ,65.484706 ,68.169206 ,75.984706 ,66.711206 ,67.359206 ,
2020/03/11 21:10:05.707,67.484410 ,64.584706 ,68.370706 ,79.884706 ,66.102706 ,67.182706 ,
2020/03/11 21:20:05.730,68.143528 ,64.884706 ,69.152206 ,84.184706 ,66.823206 ,67.782206 ,
2020/03/11 21:30:05.754,68.527692 ,66.484706 ,69.279206 ,77.384706 ,67.585206 ,68.278206 ,
2020/03/11 21:40:05.778,67.587985 ,65.284706 ,68.665706 ,72.984706 ,66.397706 ,67.369706 ,
2020/03/11 21:50:05.801,68.265049 ,65.284706 ,69.117206 ,78.784706 ,66.992206 ,68.012206 ,
2020/03/11 22:00:05.825,68.067099 ,65.284706 ,69.191206 ,80.184706 ,66.892206 ,67.739206 ,
2020/03/11 22:10:05.848,68.503408 ,65.784706 ,69.510706 ,75.484706 ,67.382706 ,68.218706 ,
2020/03/11 22:20:05.872,68.670025 ,65.884706 ,69.608706 ,78.884706 ,67.400706 ,68.360706 ,
2020/03/11 22:30:05.896,68.584323 ,64.984706 ,69.848706 ,80.184706 ,66.488706 ,68.408706 ,
2020/03/11 22:40:05.919,74.975523 ,62.784706 ,69.397206 ,102.684706 ,65.137206 ,66.912206 ,
2020/03/11 22:50:05.943,67.785246 ,63.684706 ,69.994706 ,81.684706 ,64.954706 ,66.774706 ,
2020/03/11 23:00:05.966,67.209718 ,64.684706 ,68.199706 ,75.284706 ,65.949706 ,66.849706 ,
2020/03/11 23:10:05.990,68.562169 ,65.184706 ,69.534706 ,81.184706 ,66.454706 ,67.714706 ,
2020/03/11 23:20:06.014,68.506712 ,63.684706 ,69.456206 ,81.384706 ,65.753206 ,67.041206 ,
2020/03/11 23:30:06.037,67.326536 ,63.184706 ,68.454706 ,83.684706 ,64.854706 ,66.114706 ,
2020/03/11 23:40:06.061,65.979923 ,62.084706 ,67.107206 ,73.884706 ,64.257206 ,65.492206 ,
2020/03/11 23:50:06.084,62.422825 ,57.084706 ,65.109706 ,71.284706 ,58.729706 ,61.369706 ,
2020/03/12 00:00:06.108,63.191429 ,56.684706 ,66.167206 ,77.084706 ,58.500206 ,60.744206 ,
2020/03/12 00:10:06.131,63.554226 ,56.484706 ,64.627206 ,82.984706 ,58.673206 ,60.963206 ,
2020/03/12 00:20:06.155,62.893168 ,56.184706 ,64.940206 ,82.184706 ,57.625206 ,60.342206 ,
2020/03/12 00:30:06.179,62.300247 ,56.184706 ,64.584706 ,79.184706 ,57.384706 ,59.384706 ,
2020/03/12 00:40:06.202,61.084453 ,57.684706 ,63.172206 ,72.584706 ,59.077206 ,60.232206 ,
2020/03/12 00:50:06.226,62.696894 ,58.184706 ,64.794206 ,73.984706 ,59.915206 ,61.581206 ,
2020/03/12 01:00:06.249,64.776735 ,59.184706 ,67.647206 ,73.084706 ,60.772206 ,63.147206 ,
2020/03/12 01:10:06.273,61.778155 ,57.584706 ,64.221706 ,76.884706 ,58.831706 ,59.909706 ,
2020/03/12 01:20:06.297,60.512153 ,57.084706 ,62.323206 ,72.484706 ,58.462206 ,59.515206 ,
2020/03/12 01:30:06.320,59.846401 ,56.884706 ,60.939706 ,73.684706 ,58.255706 ,59.231706 ,
2020/03/12 01:40:06.344,61.748191 ,56.984706 ,63.937206 ,75.884706 ,58.327206 ,59.977206 ,
2020/03/12 01:50:06.367,62.083807 ,57.184706 ,63.859706 ,78.984706 ,58.837706 ,60.133706 ,
2020/03/12 02:00:06.391,62.417676 ,56.784706 ,65.452706 ,79.384706 ,58.156706 ,59.500706 ,
2020/03/12 02:10:06.415,63.523389 ,57.484706 ,66.642206 ,80.584706 ,58.881206 ,60.672206 ,
2020/03/12 02:20:06.438,61.663421 ,57.384706 ,63.208206 ,76.084706 ,58.476206 ,59.490206 ,
2020/03/12 02:30:06.462,63.099868 ,56.284706 ,66.621206 ,79.484706 ,58.026206 ,59.745206 ,
2020/03/12 02:40:06.485,61.351039 ,56.284706 ,63.505206 ,73.684706 ,57.548206 ,60.446206 ,
2020/03/12 02:50:06.509,62.686594 ,57.184706 ,65.736206 ,77.784706 ,58.383206 ,59.409206 ,
2020/03/12 03:00:06.533,62.050834 ,56.884706 ,64.847206 ,77.384706 ,58.372206 ,59.597206 ,
2020/03/12 03:10:06.556,63.620822 ,57.384706 ,66.125706 ,72.184706 ,59.023706 ,62.239706 ,
2020/03/12 03:20:06.580,67.336530 ,62.284706 ,69.290206 ,74.984706 ,65.048206 ,66.664206 ,
2020/03/12 03:30:06.603,66.877966 ,61.484706 ,68.481206 ,75.884706 ,64.545206 ,66.144206 ,
2020/03/12 03:40:06.627,67.191215 ,62.484706 ,68.790206 ,78.984706 ,64.598206 ,66.432206 ,
2020/03/12 03:50:06.651,67.001456 ,56.984706 ,70.461206 ,85.884706 ,58.317206 ,61.859206 ,
2020/03/12 04:00:06.674,63.282964 ,56.884706 ,65.717206 ,78.784706 ,58.157206 ,59.102206 ,
2020/03/12 04:10:06.698,63.403123 ,57.584706 ,66.814706 ,77.284706 ,58.714706 ,59.974706 ,
2020/03/12 04:20:06.721,61.124813 ,56.884706 ,63.045206 ,76.084706 ,58.155206 ,59.133206 ,
2020/03/12 04:30:06.745,62.326824 ,57.484706 ,63.955206 ,80.684706 ,58.781206 ,59.975206 ,
2020/03/12 04:40:06.769,63.977998 ,57.084706 ,66.558206 ,81.984706 ,58.825206 ,60.079206 ,
2020/03/12 04:50:06.792,62.925990 ,57.684706 ,65.716206 ,77.784706 ,59.036206 ,61.207206 ,
2020/03/12 05:00:06.816,63.430146 ,57.684706 ,65.950206 ,78.384706 ,59.902206 ,61.603206 ,
2020/03/12 05:10:06.839,67.016619 ,62.284706 ,68.866206 ,82.984706 ,64.108206 ,65.206206 ,
2020/03/12 05:20:06.863,64.917426 ,59.084706 ,67.511206 ,77.984706 ,60.779206 ,63.227206 ,
2020/03/12 05:30:06.887,67.215822 ,61.384706 ,68.676206 ,82.784706 ,63.485206 ,66.170206 ,
2020/03/12 05:40:06.910,66.590041 ,61.984706 ,68.634206 ,76.384706 ,63.639206 ,65.970206 ,
2020/03/12 05:50:06.934,67.685418 ,61.584706 ,70.015706 ,79.284706 ,64.009706 ,66.781706 ,
2020/03/12 06:00:06.957,67.864425 ,61.584706 ,70.004706 ,83.784706 ,63.748706 ,65.772706 ,
2020/03/12 06:10:06.981,65.564551 ,60.984706 ,67.938706 ,75.384706 ,62.370706 ,64.574706 ,
2020/03/12 06:20:07.005,67.228747 ,63.284706 ,69.072206 ,83.584706 ,64.983206 ,66.252206 ,
2020/03/12 06:30:07.028,67.433530 ,62.084706 ,68.948706 ,84.084706 ,64.164706 ,66.004706 ,
2020/03/12 06:40:07.052,67.682631 ,62.184706 ,70.458206 ,81.284706 ,64.200206 ,65.690206 ,
2020/03/12 06:50:07.075,67.788192 ,62.984706 ,69.132706 ,80.884706 ,65.028706 ,66.852706 ,
2020/03/12 07:00:07.099,70.027729 ,64.984706 ,72.589706 ,78.384706 ,66.905706 ,69.061706 ,
2020/03/12 07:10:07.123,72.031392 ,68.184706 ,73.343706 ,81.684706 ,70.207706 ,71.775706 ,
2020/03/12 07:20:07.146,70.905409 ,66.484706 ,72.247206 ,83.584706 ,68.243206 ,70.245206 ,
2020/03/12 07:30:07.170,69.373820 ,66.884706 ,70.407206 ,76.184706 ,68.262206 ,69.172206 ,
2020/03/12 07:40:07.193,69.688730 ,66.984706 ,70.745206 ,82.884706 ,68.423206 ,69.326206 ,
2020/03/12 07:50:07.217,69.852130 ,63.884706 ,71.593706 ,83.984706 ,66.431706 ,68.745706 ,
2020/03/12 08:00:07.241,68.803079 ,66.184706 ,69.974206 ,73.884706 ,67.679206 ,68.495206 ,
2020/03/12 08:10:07.264,69.208971 ,66.484706 ,70.199706 ,80.284706 ,67.955706 ,69.077706 ,
2020/03/12 08:20:07.288,69.934685 ,65.884706 ,71.015206 ,87.584706 ,67.991206 ,69.314206 ,
2020/03/12 08:30:07.311,69.387920 ,66.084706 ,70.497706 ,77.984706 ,68.119706 ,69.185706 ,
2020/03/12 08:40:07.335,68.607767 ,65.884706 ,69.877206 ,74.884706 ,67.281206 ,68.461206 ,
2020/03/12 08:50:07.359,69.135523 ,65.684706 ,70.267206 ,83.284706 ,67.432206 ,68.917206 ,
2020/03/12 09:00:07.382,69.414757 ,65.484706 ,70.699706 ,77.784706 ,67.775706 ,69.323706 ,
2020/03/12 09:10:07.406,68.803289 ,64.784706 ,69.949206 ,86.584706 ,66.906206 ,68.159206 ,
2020/03/12 09:20:07.429,68.700420 ,65.184706 ,69.358206 ,88.684706 ,66.936206 ,68.147206 ,
2020/03/12 09:30:07.453,69.196463 ,66.084706 ,70.096706 ,77.984706 ,67.792706 ,68.848706 ,
2020/03/12 09:40:07.477,69.661870 ,66.884706 ,70.637206 ,88.884706 ,68.253206 ,69.147206 ,
2020/03/12 09:50:07.500,69.473923 ,66.384706 ,70.567206 ,75.584706 ,68.257206 ,69.302206 ,
2020/03/12 10:00:07.524,69.924397 ,66.484706 ,70.821206 ,84.684706 ,68.118206 ,69.072206 ,
2020/03/12 10:10:07.547,70.004135 ,66.884706 ,71.322206 ,82.784706 ,68.322206 ,69.447206 ,
2020/03/12 10:20:07.571,69.622525 ,66.384706 ,70.527206 ,83.284706 ,67.917206 ,69.222206 ,
2020/03/12 10:30:07.595,69.947144 ,66.984706 ,71.124706 ,79.484706 ,68.484706 ,69.764706 ,
2020/03/12 10:40:07.618,69.697797 ,65.884706 ,70.862706 ,79.684706 ,68.194706 ,69.298706 ,
2020/03/12 10:50:07.642,69.458921 ,65.984706 ,70.769706 ,76.084706 ,67.845706 ,68.877706 ,
2020/03/12 11:00:07.665,68.699209 ,63.584706 ,70.703706 ,84.884706 ,65.897706 ,67.321706 ,
2020/03/12 11:10:07.689,67.226706 ,63.784706 ,68.337706 ,77.684706 ,65.741706 ,66.803706 ,
2020/03/12 11:20:07.713,68.708377 ,64.284706 ,69.980206 ,76.684706 ,66.504206 ,68.716206 ,
2020/03/12 11:30:07.736,69.928794 ,66.484706 ,71.290206 ,80.284706 ,68.238206 ,69.328206 ,
2020/03/12 11:40:07.760,69.401513 ,66.084706 ,70.474706 ,76.584706 ,68.122706 ,69.046706 ,
2020/03/12 11:50:07.783,69.103901 ,64.884706 ,70.513206 ,81.384706 ,67.462206 ,68.705206 ,
2020/03/12 12:00:07.807,68.478220 ,65.284706 ,69.722206 ,77.084706 ,66.947206 ,68.072206 ,
2020/03/12 12:10:07.830,68.546662 ,65.384706 ,69.902706 ,75.984706 ,67.014706 ,68.154706 ,
2020/03/12 12:20:07.854,68.970020 ,64.884706 ,70.486206 ,86.484706 ,66.548206 ,68.159206 ,
2020/03/12 12:30:07.878,69.742616 ,67.184706 ,70.574706 ,78.684706 ,68.642706 ,69.470706 ,
2020/03/12 12:40:07.901,69.475573 ,67.084706 ,70.295206 ,73.184706 ,68.579206 ,69.398206 ,
2020/03/12 12:50:07.925,70.092375 ,67.384706 ,70.877206 ,78.984706 ,68.882206 ,69.832206 ,
2020/03/12 13:00:07.948,71.187490 ,67.684706 ,72.118706 ,84.584706 ,69.154706 ,69.778706 ,
2020/03/12 13:10:07.972,70.365110 ,68.084706 ,70.871206 ,82.684706 ,69.095206 ,69.872206 ,
2020/03/12 13:20:07.996,70.481962 ,67.684706 ,71.557206 ,79.084706 ,69.087206 ,70.322206 ,
2020/03/12 13:30:08.019,70.661995 ,67.284706 ,71.813206 ,81.384706 ,69.000206 ,70.261206 ,
2020/03/12 13:40:08.043,69.859642 ,67.784706 ,70.675706 ,77.984706 ,68.993706 ,69.689706 ,
2020/03/12 13:50:08.066,69.410232 ,66.484706 ,70.059706 ,85.584706 ,68.109706 ,69.009706 ,
2020/03/12 14:00:08.090,68.379723 ,65.784706 ,69.185706 ,75.484706 ,67.409706 ,68.149706 ,
2020/03/12 14:10:08.114,68.198689 ,65.884706 ,69.314206 ,77.384706 ,66.990206 ,67.903206 ,
2020/03/12 14:20:08.137,69.862665 ,65.984706 ,70.915706 ,80.284706 ,67.865706 ,69.451706 ,
2020/03/12 14:30:08.161,70.078068 ,68.084706 ,70.763706 ,77.484706 ,69.305706 ,69.899706 ,
2020/03/12 14:40:08.184,70.041614 ,67.084706 ,70.759706 ,85.584706 ,68.959706 ,69.709706 ,
2020/03/12 14:50:08.208,70.093018 ,67.484706 ,71.177706 ,77.084706 ,68.809706 ,69.919706 ,
2020/03/12 15:00:08.232,69.295321 ,66.384706 ,70.435206 ,79.484706 ,67.860206 ,68.993206 ,
2020/03/12 15:10:08.255,69.344176 ,65.984706 ,70.521206 ,80.484706 ,67.713206 ,68.883206 ,
2020/03/12 15:20:08.279,70.308956 ,66.784706 ,71.346206 ,84.284706 ,68.844206 ,69.956206 ,
2020/03/12 15:30:08.302,68.642513 ,64.684706 ,70.244706 ,81.484706 ,66.764706 ,67.964706 ,
2020/03/12 15:40:08.326,67.211671 ,63.784706 ,68.382206 ,76.784706 ,65.577206 ,66.767206 ,
2020/03/12 15:50:08.350,67.725235 ,63.984706 ,68.579706 ,80.884706 ,65.957706 ,67.061706 ,
2020/03/12 16:00:08.373,71.488386 ,66.484706 ,72.752206 ,78.784706 ,68.417206 ,71.902206 ,
2020/03/12 16:10:08.397,72.923533 ,70.384706 ,74.621706 ,80.284706 ,71.587706 ,72.475706 ,
2020/03/12 16:20:08.420,72.636439 ,70.484706 ,73.139206 ,88.484706 ,71.610206 ,72.444206 ,
2020/03/12 16:30:08.444,70.782889 ,65.884706 ,73.127206 ,84.884706 ,67.653206 ,68.619206 ,
2020/03/12 16:40:08.468,69.014264 ,66.684706 ,70.117206 ,77.284706 ,67.907206 ,68.672206 ,
2020/03/12 16:50:08.491,70.554489 ,67.484706 ,71.614706 ,84.984706 ,68.842706 ,70.294706 ,
2020/03/12 17:00:08.515,70.260255 ,67.384706 ,71.395206 ,82.284706 ,68.777206 ,69.848206 ,
2020/03/12 17:10:08.538,68.898782 ,64.184706 ,70.718706 ,77.084706 ,66.670706 ,68.602706 ,
2020/03/12 17:20:08.562,69.359830 ,66.684706 ,70.264206 ,79.684706 ,68.042206 ,69.052206 ,
2020/03/12 17:30:08.586,70.107903 ,67.884706 ,70.908206 ,82.984706 ,68.928206 ,69.720206 ,
2020/03/12 17:40:08.609,68.172983 ,65.184706 ,69.111706 ,80.284706 ,66.633706 ,67.813706 ,
2020/03/12 17:50:08.633,67.475255 ,63.584706 ,68.444706 ,80.184706 ,66.404706 ,67.244706 ,
2020/03/12 18:00:08.656,66.209867 ,62.984706 ,67.603206 ,73.084706 ,64.810206 ,66.007206 ,
2020/03/12 18:10:08.680,67.200749 ,63.684706 ,68.704706 ,72.884706 ,65.584706 ,66.784706 ,
2020/03/12 18:20:08.704,67.805864 ,64.484706 ,68.507206 ,86.384706 ,65.917206 ,67.027206 ,
2020/03/12 18:30:08.727,71.532568 ,64.984706 ,72.600206 ,79.684706 ,70.353206 ,71.423206 ,
2020/03/12 18:40:08.751,69.568349 ,63.784706 ,72.310206 ,78.884706 ,65.655206 ,68.438206 ,
2020/03/12 18:50:08.774,66.573789 ,62.984706 ,67.356706 ,82.484706 ,64.620706 ,65.836706 ,
2020/03/12 19:00:08.798,67.378128 ,64.084706 ,68.272206 ,74.084706 ,66.097206 ,67.072206 ,
2020/03/12 19:10:08.822,67.288100 ,64.884706 ,67.964206 ,74.684706 ,66.224206 ,66.920206 ,
2020/03/12 19:20:08.845,67.593340 ,63.484706 ,68.037206 ,83.984706 ,65.319206 ,66.527206 ,
2020/03/12 19:30:08.869,66.533911 ,62.784706 ,67.474206 ,79.184706 ,64.828206 ,65.857206 ,
2020/03/12 19:40:08.892,66.061448 ,62.984706 ,67.379206 ,72.184706 ,64.605206 ,65.773206 ,
2020/03/12 19:50:08.916,67.070509 ,62.584706 ,68.429206 ,83.084706 ,64.535206 ,65.597206 ,
2020/03/12 20:00:08.940,68.178591 ,65.484706 ,69.209706 ,75.284706 ,67.109706 ,68.019706 ,
2020/03/12 20:10:08.963,68.478879 ,65.084706 ,69.453706 ,84.684706 ,66.533706 ,67.993706 ,
2020/03/12 20:20:08.987,68.191842 ,65.384706 ,68.937706 ,82.884706 ,66.665706 ,67.517706 ,
2020/03/12 20:30:09.010,67.901057 ,64.884706 ,69.004706 ,73.584706 ,66.700706 ,67.708706 ,
2020/03/12 20:40:09.034,67.687881 ,65.384706 ,68.410206 ,77.084706 ,66.672206 ,67.383206 ,
2020/03/12 20:50:09.058,68.305994 ,65.184706 ,69.137206 ,83.684706 ,66.455206 ,67.647206 ,
2020/03/12 21:00:09.081,67.521082 ,63.984706 ,69.292206 ,76.884706 ,65.682206 ,66.917206 ,
2020/03/12 21:10:09.105,69.591006 ,63.784706 ,71.237706 ,83.084706 ,66.309706 ,68.311706 ,
2020/03/12 21:20:09.128,69.043296 ,64.684706 ,70.529706 ,76.884706 ,67.001706 ,68.765706 ,
2020/03/12 21:30:09.152,68.703033 ,64.984706 ,69.893206 ,74.084706 ,66.982206 ,68.473206 ,
2020/03/12 21:40:09.176,68.830415 ,65.484706 ,69.590206 ,80.784706 ,67.130206 ,68.237206 ,
2020/03/12 21:50:09.199,66.870138 ,62.884706 ,68.688206 ,75.684706 ,64.446206 ,66.163206 ,
2020/03/12 22:00:09.223,66.895004 ,63.084706 ,68.484206 ,77.984706 ,64.821206 ,66.405206 ,
2020/03/12 22:10:09.246,67.755812 ,63.584706 ,69.230706 ,76.884706 ,65.866706 ,67.258706 ,
2020/03/12 22:20:09.270,66.739669 ,62.984706 ,68.091206 ,75.484706 ,64.872206 ,66.537206 ,
2020/03/12 22:30:09.294,65.519192 ,62.084706 ,66.692206 ,83.384706 ,63.513206 ,64.448206 ,
2020/03/12 22:40:09.317,66.184510 ,61.584706 ,67.352706 ,82.484706 ,62.952706 ,65.064706 ,
2020/03/12 22:50:09.341,65.858630 ,62.784706 ,67.029706 ,80.084706 ,64.169706 ,65.079706 ,
2020/03/12 23:00:09.364,67.608542 ,64.084706 ,68.884706 ,78.184706 ,65.972706 ,67.204706 ,
2020/03/12 23:10:09.388,67.099910 ,63.784706 ,68.257706 ,74.784706 ,65.709706 ,66.689706 ,
2020/03/12 23:20:09.412,65.562648 ,61.984706 ,67.567206 ,76.784706 ,63.387206 ,64.812206 ,
2020/03/12 23:30:09.435,65.385617 ,61.384706 ,66.412206 ,79.884706 ,63.353206 ,64.158206 ,
2020/03/12 23:40:09.459,64.677148 ,60.584706 ,66.590206 ,76.684706 ,62.529206 ,63.839206 ,
2020/03/12 23:50:09.482,64.088640 ,59.084706 ,66.299206 ,78.984706 ,60.812206 ,62.228206 ,
2020/03/13 00:00:09.506,62.625152 ,58.584706 ,64.222206 ,75.084706 ,59.701206 ,61.619206 ,
2020/03/13 00:10:09.529,63.431034 ,58.584706 ,64.684706 ,82.384706 ,60.284706 ,61.484706 ,
2020/03/13 00:20:09.553,61.863763 ,58.384706 ,63.842206 ,73.384706 ,59.439206 ,60.510206 ,
2020/03/13 00:30:09.577,65.968949 ,59.984706 ,67.005206 ,82.584706 ,62.091206 ,65.493206 ,
2020/03/13 00:40:09.600,65.346343 ,59.384706 ,67.458206 ,77.584706 ,61.185206 ,63.939206 ,
2020/03/13 00:50:09.624,67.647836 ,59.884706 ,70.533206 ,82.984706 ,62.175206 ,66.553206 ,
2020/03/13 01:00:09.647,63.395460 ,58.884706 ,65.673206 ,73.284706 ,60.822206 ,62.505206 ,
2020/03/13 01:10:09.671,61.545357 ,58.884706 ,62.391706 ,75.384706 ,60.111706 ,60.795706 ,
2020/03/13 01:20:09.695,61.439208 ,58.384706 ,62.399706 ,72.884706 ,59.929706 ,60.579706 ,
2020/03/13 01:30:09.718,63.008413 ,58.884706 ,65.173706 ,74.084706 ,60.205706 ,61.171706 ,
2020/03/13 01:40:09.742,63.182478 ,58.884706 ,65.228706 ,73.884706 ,60.060706 ,61.148706 ,
2020/03/13 01:50:09.765,61.427112 ,58.084706 ,63.034706 ,70.484706 ,59.434706 ,60.934706 ,
2020/03/13 02:00:09.789,62.271090 ,58.284706 ,63.822206 ,74.484706 ,59.438206 ,60.534206 ,
2020/03/13 02:10:09.813,61.143400 ,57.884706 ,62.154706 ,73.684706 ,59.214706 ,59.914706 ,
2020/03/13 02:20:09.836,63.298882 ,58.484706 ,65.799706 ,73.984706 ,59.877706 ,62.145706 ,
2020/03/13 02:30:09.860,61.827634 ,58.584706 ,62.991706 ,76.684706 ,59.751706 ,60.723706 ,
2020/03/13 02:40:09.883,60.965215 ,58.684706 ,61.883706 ,69.884706 ,59.923706 ,60.609706 ,
2020/03/13 02:50:09.907,63.161761 ,59.184706 ,64.588206 ,70.684706 ,60.727206 ,62.905206 ,
2020/03/13 03:00:09.931,62.846957 ,59.184706 ,64.772206 ,74.284706 ,60.250206 ,61.048206 ,
2020/03/13 03:10:09.954,62.878865 ,58.984706 ,63.919206 ,80.084706 ,60.299206 ,61.928206 ,
2020/03/13 03:20:09.978,66.481250 ,61.384706 ,68.584706 ,74.984706 ,63.664706 ,65.704706 ,
2020/03/13 03:30:10.001,67.588744 ,57.784706 ,71.092706 ,77.484706 ,59.300706 ,65.460706 ,
2020/03/13 03:40:10.025,62.220455 ,58.584706 ,64.074206 ,72.884706 ,59.883206 ,61.280206 ,
2020/03/13 03:50:10.049,63.716079 ,60.784706 ,65.014206 ,67.984706 ,62.391206 ,63.489206 ,
2020/03/13 04:00:10.072,67.484997 ,61.384706 ,69.797206 ,76.284706 ,64.297206 ,66.672206 ,
